,avg_align,user,date,hashtags,tweet,followers_count,created,verified,url,reply_count,retweet_count,quote_count,like_count,view_count,media,retweeded_tweet,quoted_tweet,in_reply_to_user,mentioned_users,tw_content,Unnamed: 0,domain,l2,l1,n,r1,r2,website,Twitter,twitt_list,handles,vader_sentiment,negative_sentiment,neutral_sentiment,positive_sentiment,compound_sentiment
40,-0.3598,independent,2023-02-28 05:50:55+00:00,['ChatGPT'],Elon Musk hires team to build ChatGPT rival – report https://t.co/4dbudLQLRE,3629379,2008-10-26 00:00:29+00:00,True,https://twitter.com/Independent/status/1630445421704216579,0,6,0,8,8679.0,"[Photo(previewUrl='https://pbs.twimg.com/media/FpKPeR9aIAAbvPo?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FpKPeR9aIAAbvPo?format=jpg&name=orig', altText=None)]",,,https://twitter.com/Independent,,Elon Musk hires team to build ChatGPT rival – report ,146,www.independent.co.uk,0.1904,0.4933,0.2079,0.0781,0.0304,https://www.independent.co.uk,['https://twitter.com/Independent'],['https://twitter.com/independent'],independent,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.08082857142857142,0.8575999999999999,0.0616,-0.051731428571428574
41,-0.3545,wplglocal10,2023-01-31 18:32:01+00:00,,The maker of ChatGPT is trying to curb its reputation as a freewheeling cheating machine with a new tool https://t.co/JQThUeI5QE https://t.co/KOgLJuzEJt,220790,2009-01-07 16:58:28+00:00,True,https://twitter.com/WPLGLocal10/status/1620490099963187205,0,0,0,2,1658.0,"[Photo(previewUrl='https://pbs.twimg.com/media/Fn0jKAOXoAkujmm?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fn0jKAOXoAkujmm?format=jpg&name=orig', altText=None)]",,,,,The maker of ChatGPT is trying to curb its reputation as a freewheeling cheating machine with a new tool  ,149,www.local10.com,0.0344,0.2441,0.6994,0.0205,0.0016,https://www.local10.com,['https://twitter.com/WPLGLocal10/'],['https://twitter.com/wplglocal10'],wplglocal10,"{'neg': 0.163, 'neu': 0.769, 'pos': 0.068, 'compound': -0.4767}",0.1185,0.7805,0.101,-0.06835
42,-0.3539,wxyzdetroit,2023-01-28 00:30:05+00:00,,Have you heard of ChatGPT? https://t.co/aCB3lnQxtm,440847,2009-01-30 17:39:45+00:00,True,https://twitter.com/wxyzdetroit/status/1619130657413775360,0,2,0,2,2234.0,,,,,,Have you heard of ChatGPT? ,150,www.wxyz.com,0.0662,0.3532,0.5462,0.033,0.0015,https://www.wxyz.com,['https://twitter.com/wxyzdetroit'],['https://twitter.com/wxyzdetroit'],wxyzdetroit,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
43,-0.3418,miamiherald,2023-02-06 22:00:57+00:00,,We asked ChatGPT to write an article about itself. Here’s why the response is worrying  https://t.co/QKJE1nC4Bq,518691,2008-03-05 21:04:05+00:00,True,https://twitter.com/MiamiHerald/status/1622717006372896775,0,0,0,1,2031.0,,,,,,We asked ChatGPT to write an article about itself. Here’s why the response is worrying  ,154,www.miamiherald.com,0.3308,0.4055,0.1951,0.0507,0.018,https://www.miamiherald.com,['https://twitter.com/miamiherald'],['https://twitter.com/miamiherald'],miamiherald,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.34}",0.146,0.854,0.0,-0.34
44,-0.3416,nbcchicago,2023-02-27 17:48:05+00:00,,I Asked ChatGPT to Help Me Plan a Vacation. Here's What Happened Next https://t.co/unQt0YddxS,498823,2008-05-30 19:27:34+00:00,True,https://twitter.com/nbcchicago/status/1630263513850445825,0,1,1,1,3390.0,,,,,,I Asked ChatGPT to Help Me Plan a Vacation. Here's What Happened Next ,155,www.nbcchicago.com,0.1363,0.3201,0.4343,0.0999,0.0094,https://www.nbcchicago.com,['https://twitter.com/nbcchicago'],['https://twitter.com/nbcchicago'],nbcchicago,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}",0.048,0.86,0.092,0.12439999999999998
45,-0.3336,time,2023-02-28 04:33:01+00:00,,"China is betting big on artificial intelligence—even as it cracks down on ChatGPT 
https://t.co/feE06P0FDn",19465866,2008-04-03 13:54:30+00:00,False,https://twitter.com/TIME/status/1630425816067629057,6,25,4,51,52601.0,,,,,"[User(username='joannelipman', id=15907986, displayname='Joanne Lipman', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='rldistler', id=47692854, displayname='Rebecca Distler', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]","China is betting big on artificial intelligence—even as it cracks down on ChatGPT 
",156,time.com,0.2594,0.3651,0.2387,0.1072,0.0298,https://time.com,['https://twitter.com/time'],['https://twitter.com/time'],time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.042,0.9145000000000001,0.04357142857142857,0.0014357142857142782
46,-0.3285,nbcphiladelphia,2023-01-31 19:57:04+00:00,,The maker of ChatGPT is trying to curb its reputation as a freewheeling cheating machine with a new tool that can help teachers detect if a student or artificial intelligence wrote that homework. https://t.co/PpGIWLwg0o,646295,2008-08-06 21:44:44+00:00,True,https://twitter.com/NBCPhiladelphia/status/1620511501315358722,1,0,0,3,2435.0,,,,,"[User(username='RandyGyllenhaal', id=21934966, displayname='Randy Gyllenhaal', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",The maker of ChatGPT is trying to curb its reputation as a freewheeling cheating machine with a new tool that can help teachers detect if a student or artificial intelligence wrote that homework. ,158,www.nbcphiladelphia.com,0.0737,0.5449,0.3026,0.0769,0.0019,https://www.nbcphiladelphia.com,['https://twitter.com/nbcphiladelphia'],['https://twitter.com/nbcphiladelphia'],nbcphiladelphia,"{'neg': 0.09, 'neu': 0.727, 'pos': 0.183, 'compound': 0.4019}",0.045,0.812,0.143,0.4393
47,-0.3203,oregonian,2023-02-07 21:48:02+00:00,,ChatGPT-like tech coming to Microsoft search engine Bing https://t.co/eeD1giLHlz,408606,2007-03-30 17:03:06+00:00,True,https://twitter.com/Oregonian/status/1623076143443107846,0,0,0,0,3160.0,,,,,,ChatGPT-like tech coming to Microsoft search engine Bing ,159,www.oregonlive.com,0.1426,0.485,0.1323,0.1775,0.0627,https://www.oregonlive.com,['https://twitter.com/Oregonian'],['https://twitter.com/oregonian'],oregonian,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
48,-0.3186,mlive,2023-01-30 21:01:02+00:00,,"While A.I. isn’t a new concept, ChatGPT is a new challenger in the tech arena. https://t.co/Gc1VWDV8li",381525,2008-02-01 18:06:53+00:00,True,https://twitter.com/MLive/status/1620165212899778561,1,1,0,0,1855.0,,,,,,"While A.I. isn’t a new concept, ChatGPT is a new challenger in the tech arena. ",162,www.mlive.com,0.1699,0.3374,0.3744,0.1007,0.0176,https://www.mlive.com,['https://twitter.com/mlive/'],['https://twitter.com/mlive'],mlive,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.128}",0.0,0.903,0.097,0.128
49,-0.3173,theeconomist,2023-02-28 23:51:44+00:00,,"Since ChatGPT was launched in November, a new mini-industry in ""foundation"" models for AI has mushroomed that has defied the broader slump in tech https://t.co/dcqUJKft2b",27222851,2007-05-12 13:04:50+00:00,True,https://twitter.com/TheEconomist/status/1630717420196229122,10,22,3,55,91268.0,"[Photo(previewUrl='https://pbs.twimg.com/media/Foi7FGhWAAUT_KF?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Foi7FGhWAAUT_KF?format=jpg&name=orig', altText=None)]",,,,"[User(username='EconoScribe', id=4327281, displayname='Ludwig Siegele', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='alokjha', id=21576334, displayname='Alok Jha', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]","Since ChatGPT was launched in November, a new mini-industry in ""foundation"" models for AI has mushroomed that has defied the broader slump in tech ",163,www.economist.com,0.0623,0.5229,0.3545,0.0585,0.0018,https://www.economist.com,['https://www.twitter.com/theeconomist'],['https://www.twitter.com/theeconomist'],theeconomist,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.128}",0.014176470588235294,0.8898235294117648,0.09588235294117646,0.19238823529411764
50,-0.3117,chicagotribune,2023-02-14 19:30:10+00:00,,The unveiling of ChatGPT has panicked educators around the country who fear students will use the artificial intelligence powered chatbot to write their essays and cheat on homework. But some teachers are embracing it. https://t.co/ILQjIHpKaH,1155115,2007-07-07 14:10:07+00:00,True,https://twitter.com/chicagotribune/status/1625578163358126081,4,1,0,4,8784.0,,,,,"[User(username='Nina_Metz', id=285272770, displayname='Nina Metz', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",The unveiling of ChatGPT has panicked educators around the country who fear students will use the artificial intelligence powered chatbot to write their essays and cheat on homework. But some teachers are embracing it. ,164,www.chicagotribune.com,0.2086,0.3793,0.2949,0.0893,0.0279,https://www.chicagotribune.com,['https://twitter.com/chicagotribune'],['https://twitter.com/chicagotribune'],chicagotribune,"{'neg': 0.16, 'neu': 0.786, 'pos': 0.054, 'compound': -0.4678}",0.07833333333333332,0.8555555555555556,0.0661111111111111,-0.06916666666666665
51,-0.31,abc7,2023-02-22 16:47:18+00:00,,Vanderbilt University apologizes after using ChatGPT to console students https://t.co/O5TPCtvoYG,1255504,2008-09-20 04:22:30+00:00,True,https://twitter.com/ABC7/status/1628436278470639617,0,4,2,10,10149.0,,,,,,Vanderbilt University apologizes after using ChatGPT to console students ,165,abc7.com,0.1301,0.3264,0.4026,0.1345,0.0065,https://abc7.com,['https://twitter.com/abc7'],['https://twitter.com/abc7'],abc7,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",0.131,0.6779999999999999,0.191,0.010599999999999998
52,-0.3002,gizmodo,2023-02-28 13:17:33+00:00,,Elon Musk Is Looking Into Creating an AI Alternative to ChatGPT https://t.co/EoLOpj3uYc https://t.co/ojLc7ibOvQ,2769151,2007-03-29 20:40:39+00:00,True,https://twitter.com/Gizmodo/status/1630557820826566656,25,6,7,33,42510.0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqDnsknaEAUgs0v?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqDnsknaEAUgs0v?format=jpg&name=orig', altText=None)]",,,,,Elon Musk Is Looking Into Creating an AI Alternative to ChatGPT  ,168,www.gizmodo.com,0.0206,0.6327,0.324,0.0219,0.0008,https://gizmodo.com,['https://twitter.com/gizmodo'],['https://twitter.com/gizmodo'],gizmodo,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.296}",0.0803953488372093,0.8499767441860465,0.06965116279069768,-0.03136744186046512
53,-0.2735,nbcnews,2023-02-28 22:02:06+00:00,,".@kevincollier explores how ChatGPT and advanced AI might redefine how we talk about consciousness: 
https://t.co/JSFEbcuaD1",9421307,2008-03-18 23:19:17+00:00,True,https://twitter.com/NBCNews/status/1630689829804556290,13,12,0,20,34829.0,,,,,"[User(username='kevincollier', id=440963378, displayname='Kevin Collier', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",".@kevincollier explores how ChatGPT and advanced AI might redefine how we talk about consciousness: 
",171,www.nbcnews.com,0.0494,0.4467,0.4368,0.0641,0.003,https://www.nbcnews.com,['https://www.twitter.com/nbcnews'],['https://www.twitter.com/nbcnews'],nbcnews,"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.25}",0.07807692307692307,0.7942307692307692,0.12761538461538463,0.08236153846153846
54,-0.2726,newsweek,2023-02-14 20:50:00+00:00,,"New on Newsweek Radio:

Professor @michiokaku stops by for a fascinating conversation about communication, artificial intelligence, ChatGPT, fission vs fusion, UFOs, and figure skating!

Download and Subscribe: https://t.co/fnxPAycp8q https://t.co/jOXiHF2joq",3597021,2007-03-29 19:51:11+00:00,False,https://twitter.com/Newsweek/status/1625598252614557699,2,2,0,4,9298.0,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1625592916516167712/img/qrSORt0GcOxlat0x.jpg', variants=[VideoVariant(url='https://video.twimg.com/amplify_video/1625592916516167712/pl/EC-OdNldN19Qy6Qz.m3u8?tag=16&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/amplify_video/1625592916516167712/vid/1080x1080/kMVY_dMNYwo2bgxO.mp4?tag=16', contentType='video/mp4', bitrate=8768000), VideoVariant(url='https://video.twimg.com/amplify_video/1625592916516167712/vid/540x540/cbwDupRAKEMTIDFZ.mp4?tag=16', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/amplify_video/1625592916516167712/vid/320x320/gDO1-1-EtXouF68P.mp4?tag=16', contentType='video/mp4', bitrate=432000), VideoVariant(url='https://video.twimg.com/amplify_video/1625592916516167712/vid/720x720/N5teQSVCBRdkte6t.mp4?tag=16', contentType='video/mp4', bitrate=1280000)], duration=49.625, views=1179, altText=None)]",,,,"[User(username='michiokaku', id=19515424, displayname='Dr. Michio Kaku', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]","New on Newsweek Radio:

Professor @michiokaku stops by for a fascinating conversation about communication, artificial intelligence, ChatGPT, fission vs fusion, UFOs, and figure skating!

Download and Subscribe:  ",172,www.newsweek.com,0.2297,0.5144,0.1681,0.0778,0.01,https://www.newsweek.com,['https://twitter.com/Newsweek'],['https://twitter.com/newsweek'],newsweek,"{'neg': 0.049, 'neu': 0.739, 'pos': 0.212, 'compound': 0.7424}",0.049,0.739,0.212,0.7424
55,-0.2705,cnni,2023-02-23 11:59:02+00:00,,"Several popular Chinese apps have removed access to ChatGPT, even as major Chinese tech companies race to develop their own equivalent https://t.co/1E7WgRq462",14482636,2007-03-24 10:48:14+00:00,True,https://twitter.com/cnni/status/1628726122220322817,7,8,2,29,30780.0,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1622360046305697794/img/lQn4lESm4WNliuAC.jpg', variants=[VideoVariant(url='https://video.twimg.com/amplify_video/1622360046305697794/pl/n0YsY1HnkvtXzuKK.m3u8?tag=16&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/amplify_video/1622360046305697794/vid/480x270/4qIrgEWolq8BqupK.mp4?tag=16', contentType='video/mp4', bitrate=288000), VideoVariant(url='https://video.twimg.com/amplify_video/1622360046305697794/vid/640x360/vLp7B80J41vevXe7.mp4?tag=16', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/amplify_video/1622360046305697794/vid/1280x720/2nS8fEjQ9G-qDPhb.mp4?tag=16', contentType='video/mp4', bitrate=2176000)], duration=312.68, views=9793, altText=None)]",,,,,"Several popular Chinese apps have removed access to ChatGPT, even as major Chinese tech companies race to develop their own equivalent ",173,www.cnn.com,0.0372,0.5139,0.3944,0.0452,0.0093,https://www.cnn.com,['//twitter.com/cnni'],['//twitter.com/cnni'],cnni,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.4215}",0.012166666666666666,0.8799166666666666,0.10791666666666666,0.27720833333333333
56,-0.2615,bw,2023-02-16 19:27:02+00:00,,"OpenAI, the artificial-intelligence research company behind the viral ChatGPT chatbot, says it is working to reduce biases in the system https://t.co/YXDvVjhnRS",2204496,2009-08-20 16:50:58+00:00,True,https://twitter.com/BW/status/1626302151348699140,0,4,4,11,19457.0,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FoVOalUXwAEyzJ4.jpg', variants=[VideoVariant(url='https://video.twimg.com/tweet_video/FoVOalUXwAEyzJ4.mp4', contentType='video/mp4', bitrate=0)], altText=None)]",,,,,"OpenAI, the artificial-intelligence research company behind the viral ChatGPT chatbot, says it is working to reduce biases in the system ",176,www.businessweek.com,0.16,0.3551,0.3364,0.1224,0.0261,https://www.businessweek.com,"['https://twitter.com/bloomberg', 'https://twitter.com/bw']","['https://twitter.com/bloomberg', 'https://twitter.com/bw']",bw,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.03383333333333333,0.8955000000000001,0.07066666666666667,0.09860000000000002
57,-0.2609,verge,2023-02-27 14:00:16+00:00,,Snapchat is releasing its own AI chatbot powered by ChatGPT https://t.co/2gNvJryrRd https://t.co/LxPiLI0AVv,3048758,2011-04-01 19:54:22+00:00,True,https://twitter.com/verge/status/1630206183754829824,8,34,14,135,89071.0,"[Photo(previewUrl='https://pbs.twimg.com/media/Fp-n4moX0AItKlg?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fp-n4moX0AItKlg?format=jpg&name=orig', altText=None)]",,,,"[User(username='jjvincent', id=237920763, displayname='James Vincent', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",Snapchat is releasing its own AI chatbot powered by ChatGPT  ,178,www.theverge.com,0.0682,0.4738,0.4438,0.0128,0.0014,https://www.theverge.com,['https://twitter.com/verge'],['https://twitter.com/verge'],verge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.05006060606060606,0.9031212121212121,0.046818181818181814,-0.015590909090909082
58,-0.2568,washingtonpost,2023-02-25 16:13:19+00:00,,"Chinese tech companies have been working on chatbots like ChatGPT for years, but they’ve been slow to release them. Strict political controls are partly why. https://t.co/glTan1xNnp",20045153,2007-03-27 11:19:39+00:00,True,https://twitter.com/washingtonpost/status/1629514892398014466,10,15,2,44,79950.0,,,,,"[User(username='lawrencetheband', id=868531813, displayname='Lawrence', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='PostLive', id=14345113, displayname='Washington Post Live', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]","Chinese tech companies have been working on chatbots like ChatGPT for years, but they’ve been slow to release them. Strict political controls are partly why. ",181,www.washingtonpost.com,0.2089,0.3615,0.2132,0.1598,0.0567,https://www.washingtonpost.com,['https://twitter.com/WashingtonPost'],['https://twitter.com/washingtonpost'],washingtonpost,"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.1901}",0.058249999999999996,0.8368125,0.105,0.18133749999999998
59,-0.2456,nbcla,2023-01-31 21:06:04+00:00,,The maker of ChatGPT is trying to curb its reputation as a freewheeling cheating machine with a new tool that can help teachers detect if a student or artificial intelligence wrote that homework. https://t.co/p2zFDM5pJh,602411,2008-11-14 03:39:17+00:00,True,https://twitter.com/NBCLA/status/1620528866560180231,2,5,0,6,2687.0,,,,,,The maker of ChatGPT is trying to curb its reputation as a freewheeling cheating machine with a new tool that can help teachers detect if a student or artificial intelligence wrote that homework. ,185,www.nbclosangeles.com,0.0674,0.448,0.4248,0.0515,0.0082,https://www.nbclosangeles.com,['https://twitter.com/nbcla'],['https://twitter.com/nbcla'],nbcla,"{'neg': 0.09, 'neu': 0.727, 'pos': 0.183, 'compound': 0.4019}",0.09,0.727,0.183,0.4019
60,-0.2012,denverpost,2023-02-11 22:15:33+00:00,,ChatGPT is so powerful that technology and education experts are describing its arrival as a watershed moment for the future of the written word. https://t.co/P9pLRcwfRI,473711,2007-08-16 04:20:09+00:00,True,https://twitter.com/denverpost/status/1624532620741681152,2,0,2,2,4979.0,,,,,,ChatGPT is so powerful that technology and education experts are describing its arrival as a watershed moment for the future of the written word. ,202,www.denverpost.com,0.228,0.3503,0.2763,0.1082,0.0372,https://www.denverpost.com,['https://twitter.com/denverpost'],['https://twitter.com/denverpost'],denverpost,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.5598}",0.0,0.882,0.11800000000000001,0.51825
61,-0.1907,kiro7seattle,2023-01-12 01:15:10+00:00,,"Districts in Western Washington have focused on one critical thinking bot in particular, Chat GPT, which anyone can access online for free.  https://t.co/BjOb2ubrSa",460799,2009-02-17 18:49:24+00:00,True,https://twitter.com/KIRO7Seattle/status/1613343799647911936,1,2,0,2,3073.0,,,,,,"Districts in Western Washington have focused on one critical thinking bot in particular, Chat GPT, which anyone can access online for free.  ",207,www.kirotv.com,0.0225,0.2303,0.6444,0.0969,0.0058,https://www.kirotv.com,['https://twitter.com/KIRO7Seattle/'],['https://twitter.com/kiro7seattle'],kiro7seattle,"{'neg': 0.085, 'neu': 0.699, 'pos': 0.217, 'compound': 0.5574}",0.085,0.699,0.217,0.5574
62,-0.19,abc11_wtvd,2023-02-07 06:00:38+00:00,,The Associated Press instructed the artificial intelligence program ChatGPT to work up State of the Union speeches as they might have been written by some of history's greatest minds as well as some stooges.  https://t.co/T3Zc5Q2ETG,295739,2008-12-23 21:31:24+00:00,True,https://twitter.com/ABC11_WTVD/status/1622837721306726400,0,0,0,0,969.0,,,,,,The Associated Press instructed the artificial intelligence program ChatGPT to work up State of the Union speeches as they might have been written by some of history's greatest minds as well as some stooges.  ,208,abc11.com,0.074,0.3381,0.4908,0.0926,0.0045,https://abc11.com,['https://twitter.com/ABC11_WTVD'],['https://twitter.com/abc11_wtvd'],abc11_wtvd,"{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.8555}",0.0,0.8856666666666667,0.11433333333333334,0.37623333333333336
63,-0.1809,theweek,2023-02-22 17:30:15+00:00,,"Vanderbilt University apologizes for using ChatGPT to pen 'disgusting' email after MSU mass shooting
https://t.co/5jWv7UXnPC",128798,2008-09-24 19:33:22+00:00,True,https://twitter.com/TheWeek/status/1628447089838510080,0,1,0,2,1089.0,"[Photo(previewUrl='https://pbs.twimg.com/media/FogCASjaIAEfmK7?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FogCASjaIAEfmK7?format=jpg&name=orig', altText=None)]",,,,,"Vanderbilt University apologizes for using ChatGPT to pen 'disgusting' email after MSU mass shooting
",210,theweek.com,0.1754,0.1858,0.273,0.3507,0.0152,https://theweek.com,['https://twitter.com/TheWeek'],['https://twitter.com/theweek'],theweek,"{'neg': 0.19, 'neu': 0.67, 'pos': 0.14, 'compound': -0.2263}",0.1535,0.806125,0.040375,-0.219
64,-0.1732,bangordailynews,2023-01-07 18:45:30+00:00,,"New York City school officials have started blocking ChatGPT, an artificial intelligence tool that some students are using to complete essays.

https://t.co/mDPKvRHI6p",102959,2008-10-24 17:17:08+00:00,True,https://twitter.com/bangordailynews/status/1611796182224801793,0,0,0,1,1159.0,,,,,,"New York City school officials have started blocking ChatGPT, an artificial intelligence tool that some students are using to complete essays.

",212,bangordailynews.com,0.1389,0.1918,0.3944,0.236,0.039,https://bangordailynews.com,['https://twitter.com/bangordailynews'],['https://twitter.com/bangordailynews'],bangordailynews,"{'neg': 0.105, 'neu': 0.769, 'pos': 0.126, 'compound': 0.128}",0.105,0.769,0.126,0.128
65,-0.1668,todayshow,2023-01-25 12:50:55+00:00,,AI programs like ChatGPT can write entire school essays for students in minutes. @stephgosk takes an in-depth look at the software that has educators worried about cheating. https://t.co/0fzIPGz393,4195861,2007-07-26 19:56:22+00:00,False,https://twitter.com/TODAYshow/status/1618229931485396992,4,10,3,28,12649.0,"[Video(thumbnailUrl='https://pbs.twimg.com/media/FnUbi3YXoAI9eG5.jpg', variants=[VideoVariant(url='https://video.twimg.com/amplify_video/1618229755521732614/vid/1280x720/nHkGBOOpU2GX1e__.mp4?tag=16', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/amplify_video/1618229755521732614/vid/480x270/BOZgnM2sPCkzcLTo.mp4?tag=16', contentType='video/mp4', bitrate=288000), VideoVariant(url='https://video.twimg.com/amplify_video/1618229755521732614/vid/640x360/uYUWxpHTychqcrBI.mp4?tag=16', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/amplify_video/1618229755521732614/pl/m1J7hBIinfGRyxga.m3u8?tag=16&container=fmp4&v=fa0', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/amplify_video/1618229755521732614/vid/1920x1080/rYzThsfBPzQVGgbj.mp4?tag=16', contentType='video/mp4', bitrate=10368000)], duration=215.283, views=3692, altText=None)]",,,,"[User(username='stephgosk', id=21225519, displayname='stephanie gosk', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",AI programs like ChatGPT can write entire school essays for students in minutes. @stephgosk takes an in-depth look at the software that has educators worried about cheating. ,216,www.today.com,0.0064,0.2203,0.7328,0.0387,0.0019,https://www.today.com,['https://www.twitter.com/TODAYshow'],['https://www.twitter.com/todayshow'],todayshow,"{'neg': 0.18, 'neu': 0.743, 'pos': 0.077, 'compound': -0.5106}",0.16099999999999998,0.7150000000000001,0.124,-0.22950000000000004
66,-0.1643,komonews,2023-02-07 21:34:00+00:00,,"Microsoft is fusing ChatGPT-like technology into its search engine Bing, transforming an internet service that now trails far behind Google into a new way of communicating with artificial intelligence.
https://t.co/66CoV7UTPF",475806,2008-09-01 19:48:55+00:00,True,https://twitter.com/komonews/status/1623072610807345152,2,2,1,6,3157.0,,,,,,"Microsoft is fusing ChatGPT-like technology into its search engine Bing, transforming an internet service that now trails far behind Google into a new way of communicating with artificial intelligence.
",217,www.komonews.com,0.0394,0.2861,0.5702,0.096,0.0083,https://www.komonews.com,['https://twitter.com/komonews'],['https://twitter.com/komonews'],komonews,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.4767}",0.0215,0.9085000000000001,0.07,0.22545
