session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
grj9bsph,138,dwizifn3,5,si_experiment,Revision2_1,1662054240,1,0,0
grj9bsph,135,eqeyahtp,11,si_experiment,Revision,1662054246,1,0,0
grj9bsph,137,do0rbgig,11,si_experiment,Revision,1662054249,1,0,0
grj9bsph,109,viyphs7f,6,si_experiment,PostQuestions2_1,1662054254,1,0,0
grj9bsph,109,viyphs7f,7,si_experiment,Stage2_1,1662054256,1,0,0
grj9bsph,134,wryztlhl,12,si_experiment,PostQuestions,1662054259,1,0,0
grj9bsph,141,w41kr4w1,0,,InitializeParticipant,1662054261,1,0,0
grj9bsph,139,e69hg5z2,4,si_experiment,PercAccuracy2_1,1662054265,1,0,0
grj9bsph,141,w41kr4w1,1,si_experiment,Intro,1662054266,1,0,0
grj9bsph,135,eqeyahtp,12,si_experiment,PostQuestions,1662054269,1,0,0
grj9bsph,138,dwizifn3,6,si_experiment,PostQuestions2_1,1662054270,1,0,0
grj9bsph,138,dwizifn3,7,si_experiment,Stage2_1,1662054273,1,0,0
grj9bsph,130,c1uhhj8s,12,si_experiment,PostQuestions,1662054274,1,0,0
grj9bsph,140,aetnaysx,1,si_experiment,Intro,1662054280,1,0,0
grj9bsph,139,e69hg5z2,5,si_experiment,Revision2_1,1662054285,1,0,0
grj9bsph,134,wryztlhl,18,si_experiment,SocDist2_1,1662054290,1,0,0
grj9bsph,138,dwizifn3,8,si_experiment,Task,1662054308,1,0,0
grj9bsph,135,eqeyahtp,18,si_experiment,SocDist2_1,1662054309,1,0,0
grj9bsph,134,wryztlhl,19,si_experiment,SocDist1,1662054310,1,0,0
grj9bsph,138,dwizifn3,9,si_experiment,PercAccuracy,1662054315,1,0,0
grj9bsph,141,w41kr4w1,2,si_experiment,PreQuestions,1662054317,1,0,0
grj9bsph,137,do0rbgig,12,si_experiment,PostQuestions,1662054325,1,0,0
grj9bsph,135,eqeyahtp,19,si_experiment,SocDist1,1662054326,1,0,0
grj9bsph,137,do0rbgig,13,si_experiment,Stage2,1662054329,1,0,0
grj9bsph,139,e69hg5z2,6,si_experiment,PostQuestions2_1,1662054332,1,0,0
grj9bsph,139,e69hg5z2,7,si_experiment,Stage2_1,1662054335,1,0,0
grj9bsph,142,6l240oop,0,,InitializeParticipant,1662054352,1,0,0
grj9bsph,138,dwizifn3,10,si_experiment,WTP,1662054363,1,0,0
grj9bsph,142,6l240oop,1,si_experiment,Intro,1662054368,1,0,0
