garden,basement,elevator,balcony,floor (storey),nmbr of rooms,sq_meters,construction year,price,unemployment,Anteil Gruenenwaehler,Berlin,Duesseldorf,Frankfurt,Hamburg,Koeln,Muenchen,Stuttgart
False,False,False,True,2.0,4.0,144.39,1930.0,899000.0,1,3,0,0,0,0,1,0,0
False,True,True,False,2.0,2.0,90.0,1997.0,1025000.0,1,3,0,0,0,0,1,0,0
False,True,True,True,2.0,4.0,200.0,1971.0,1150000.0,1,3,0,0,0,0,1,0,0
False,True,True,False,1.0,3.5,110.0,1980.0,720000.0,3,3,0,0,0,0,1,0,0
False,True,True,True,2.0,3.0,101.5,2016.0,769000.0,3,3,0,0,0,0,1,0,0
True,True,True,False,-1.0,15.0,50.0,2022.0,190000.0,3,3,0,0,0,0,1,0,0
False,False,True,True,16.0,3.5,89.0,2017.0,779000.0,1,3,0,0,0,0,1,0,0
True,True,False,True,1.0,3.0,100.0,1984.0,730000.0,3,3,0,0,0,0,1,0,0
False,True,False,False,2.0,3.0,120.0,1994.0,646000.0,1,2,0,0,0,0,1,0,0
False,False,True,True,6.0,2.0,62.0,1972.0,399000.0,1,3,0,0,0,0,1,0,0
False,True,True,False,-1.0,5.0,114.11,2022.0,1141100.0,3,3,0,0,0,0,1,0,0
False,True,True,False,-1.0,5.0,114.11,2022.0,1141100.0,3,3,0,0,0,0,1,0,0
False,True,True,False,1.0,5.0,118.52,2022.0,1185200.0,3,3,0,0,0,0,1,0,0
False,True,True,False,1.0,5.0,118.52,2022.0,1185200.0,3,3,0,0,0,0,1,0,0
False,True,True,False,3.0,5.0,118.52,2022.0,1185200.0,3,3,0,0,0,0,1,0,0
False,True,True,False,2.0,5.0,118.52,2022.0,1185200.0,3,3,0,0,0,0,1,0,0
False,True,True,False,2.0,5.0,118.52,2022.0,1185200.0,3,3,0,0,0,0,1,0,0
False,True,True,True,4.0,4.0,89.1,2022.0,1158300.0,3,3,0,0,0,0,1,0,0
False,True,True,True,4.0,2.0,56.0,1973.0,285000.0,1,2,0,0,0,0,1,0,0
False,False,False,False,2.0,1.0,26.0,1967.0,147000.0,3,3,0,0,0,0,1,0,0
False,True,False,True,-1.0,3.0,115.0,1972.0,439000.0,1,2,0,0,0,0,1,0,0
False,True,True,False,4.0,4.0,106.0,2014.0,1090000.0,1,3,0,0,0,0,1,0,0
True,True,True,True,-1.0,4.0,166.0,2022.0,2410000.0,3,3,0,0,0,0,1,0,0
True,True,True,True,-1.0,6.0,275.0,2022.0,3165000.0,3,3,0,0,0,0,1,0,0
False,True,False,True,3.0,7.0,119.95,1972.0,499000.0,1,2,0,0,0,0,1,0,0
False,True,False,True,1.0,5.0,119.95,1972.0,499000.0,1,2,0,0,0,0,1,0,0
False,True,False,True,-1.0,3.0,64.3,1953.0,305000.0,3,3,0,0,0,0,1,0,0
False,True,False,True,-1.0,3.0,63.37,1953.0,305000.0,3,3,0,0,0,0,1,0,0
False,True,True,True,1.0,4.0,140.0,1908.0,879000.0,2,1,0,0,0,0,1,0,0
True,True,False,True,-1.0,4.0,86.0,1972.0,399000.0,1,2,0,0,0,0,1,0,0
False,True,False,True,1.0,6.0,178.0,1955.0,998000.0,2,1,0,0,0,0,1,0,0
True,True,False,False,-1.0,2.0,78.99,1970.0,420000.0,2,1,0,0,0,0,1,0,0
False,True,False,False,2.0,1.0,19.0,1965.0,138000.0,3,3,0,0,0,0,1,0,0
True,True,False,False,-1.0,2.0,100.0,1950.0,600000.0,2,1,0,0,0,0,1,0,0
False,False,True,False,-1.0,3.0,147.0,1844.0,1950000.0,3,3,0,0,0,0,1,0,0
True,True,True,True,4.0,3.0,200.29,2017.0,3400000.0,3,3,0,0,0,0,1,0,0
False,True,True,True,5.0,3.0,213.0,1960.0,1795000.0,1,3,0,0,0,0,1,0,0
True,True,True,False,3.0,3.0,126.71,2017.0,1830000.0,3,3,0,0,0,0,1,0,0
False,True,True,False,4.0,3.0,127.55,2017.0,1980000.0,3,3,0,0,0,0,1,0,0
False,True,True,True,2.0,2.0,99.0,2017.0,1365000.0,3,3,0,0,0,0,1,0,0
True,True,False,True,4.0,4.0,102.0,1955.0,476000.0,2,1,0,0,0,0,1,0,0
False,False,True,True,1.0,2.0,78.0,1965.0,425000.0,2,1,0,0,0,0,1,0,0
False,True,True,False,-1.0,4.0,167.0,2015.0,1520000.0,1,3,0,0,0,0,1,0,0
False,True,True,False,1.0,3.0,115.0,1961.0,850000.0,2,1,0,0,0,0,1,0,0
True,True,False,True,1.0,6.0,180.0,1969.0,750000.0,2,1,0,0,0,0,1,0,0
True,True,True,True,-1.0,4.0,93.0,1961.0,450000.0,2,1,0,0,0,0,1,0,0
False,True,True,True,-1.0,3.0,74.0,1960.0,365000.0,2,1,0,0,0,0,1,0,0
False,False,False,True,-1.0,4.0,154.0,1956.0,445000.0,2,1,0,0,0,0,1,0,0
False,True,True,False,1.0,2.5,61.0,1928.0,420000.0,1,3,0,0,0,0,1,0,0
False,True,True,True,4.0,5.0,264.0,1987.0,1690000.0,1,3,0,0,0,0,1,0,0
True,True,True,False,-1.0,5.0,225.0,1922.0,2790000.0,1,2,0,0,0,0,1,0,0
False,False,False,False,3.0,2.0,56.86,1960.0,295000.0,1,3,0,0,0,0,1,0,0
False,True,True,True,1.0,4.0,109.0,1968.0,679000.0,2,1,0,0,0,0,1,0,0
False,True,False,True,-1.0,3.0,56.57,1957.0,259000.0,2,1,0,0,0,0,1,0,0
False,True,False,True,2.0,3.0,51.0,1956.0,239000.0,2,1,0,0,0,0,1,0,0
False,True,False,True,3.0,3.0,67.6,1951.0,322000.0,2,1,0,0,0,0,1,0,0
False,True,False,True,-1.0,2.0,52.89,1951.0,253000.0,2,1,0,0,0,0,1,0,0
False,True,False,True,2.0,1.0,49.82,1951.0,249000.0,2,1,0,0,0,0,1,0,0
False,True,False,False,4.0,2.0,55.0,1920.0,295000.0,1,3,0,0,0,0,1,0,0
False,True,False,True,-1.0,4.0,160.0,1907.0,1650000.0,1,2,0,0,0,0,1,0,0
False,False,False,True,1.0,2.0,44.0,1956.0,238000.0,1,3,0,0,0,0,1,0,0
True,True,True,True,1.0,2.0,60.94,1900.0,280000.0,1,3,0,0,0,0,1,0,0
False,True,True,True,1.0,2.0,40.0,1900.0,185000.0,1,3,0,0,0,0,1,0,0
False,True,False,False,1.0,2.0,41.0,1983.0,155000.0,1,3,0,0,0,0,1,0,0
False,True,False,False,1.0,2.0,41.0,1983.0,155000.0,1,3,0,0,0,0,1,0,0
False,True,False,True,1.0,2.0,63.0,1966.0,327000.0,3,1,0,0,0,0,1,0,0
False,True,True,False,-1.0,3.0,78.89,2022.0,579900.0,3,1,0,0,0,0,1,0,0
False,True,True,False,-1.0,3.0,78.67,2022.0,579900.0,3,1,0,0,0,0,1,0,0
False,True,True,True,-1.0,2.0,70.9,2022.0,525900.0,3,1,0,0,0,0,1,0,0
False,True,True,False,-1.0,2.0,64.85,2022.0,475900.0,3,1,0,0,0,0,1,0,0
False,True,True,True,-1.0,3.0,70.82,2022.0,515900.0,3,1,0,0,0,0,1,0,0
False,True,True,False,-1.0,2.0,70.0,2022.0,529900.0,3,1,0,0,0,0,1,0,0
False,True,True,False,-1.0,4.0,93.28,2022.0,699900.0,3,1,0,0,0,0,1,0,0
False,True,True,False,-1.0,2.0,55.8,2022.0,425900.0,3,1,0,0,0,0,1,0,0
False,True,True,True,-1.0,3.0,95.84,2022.0,695900.0,3,1,0,0,0,0,1,0,0
False,True,True,True,-1.0,3.0,120.1,2022.0,899900.0,3,1,0,0,0,0,1,0,0
False,True,True,True,-1.0,3.0,95.85,2022.0,709900.0,3,1,0,0,0,0,1,0,0
False,True,True,True,-1.0,2.0,63.62,2021.0,439000.0,3,1,0,0,0,0,1,0,0
False,True,True,True,-1.0,4.0,98.93,2021.0,549000.0,3,1,0,0,0,0,1,0,0
False,True,True,True,-1.0,4.0,91.1,2022.0,509900.0,3,1,0,0,0,0,1,0,0
False,True,True,False,-1.0,3.0,81.82,2022.0,475900.0,3,1,0,0,0,0,1,0,0
False,True,True,True,-1.0,3.0,86.35,2022.0,489900.0,3,1,0,0,0,0,1,0,0
False,True,True,True,-1.0,2.0,52.61,2021.0,279000.0,3,1,0,0,0,0,1,0,0
True,True,True,True,1.0,2.0,85.0,1967.0,525000.0,1,2,0,0,0,0,1,0,0
True,True,True,True,4.0,5.0,404.0,2010.0,4500000.0,1,2,0,0,0,0,1,0,0
False,True,True,False,-1.0,5.0,404.0,2011.0,4500000.0,1,2,0,0,0,0,1,0,0
True,True,True,False,-1.0,3.0,76.0,2006.0,720000.0,1,2,0,0,0,0,1,0,0
True,True,False,True,1.0,4.0,94.63,1969.0,389000.0,3,1,0,0,0,0,1,0,0
True,True,False,True,1.0,3.0,74.38,1969.0,309000.0,3,1,0,0,0,0,1,0,0
False,True,False,False,-1.0,2.0,36.79,1969.0,158000.0,3,1,0,0,0,0,1,0,0
False,True,False,False,4.0,2.0,41.0,1964.0,149000.0,3,1,0,0,0,0,1,0,0
False,True,False,True,-1.0,2.0,82.16,1963.0,532500.0,1,1,0,0,0,0,1,0,0
False,True,False,True,-1.0,2.0,82.24,1963.0,529000.0,1,1,0,0,0,0,1,0,0
False,True,False,True,-1.0,2.0,56.2,1963.0,373000.0,1,1,0,0,0,0,1,0,0
False,True,True,False,-1.0,1.0,32.0,1974.0,235000.0,1,1,0,0,0,0,1,0,0
True,True,False,False,-1.0,2.0,39.15,1952.0,259000.0,1,2,0,0,0,0,1,0,0
True,True,False,False,-1.0,2.0,39.15,1952.0,259000.0,1,2,0,0,0,0,1,0,0
False,True,True,False,3.0,3.0,136.83,2016.0,1260000.0,1,2,0,0,0,0,1,0,0
False,True,False,False,3.0,2.0,79.74,1913.0,505000.0,1,2,0,0,0,0,1,0,0
False,True,True,True,3.0,2.5,66.0,1960.0,464000.0,1,1,0,0,0,0,1,0,0
True,True,False,True,1.0,2.0,48.48,1952.0,260000.0,1,2,0,0,0,0,1,0,0
True,True,False,True,1.0,3.0,58.97,1952.0,323000.0,1,2,0,0,0,0,1,0,0
False,True,False,True,1.0,2.0,52.9,1952.0,285000.0,1,2,0,0,0,0,1,0,0
False,True,False,True,1.0,2.0,53.33,1952.0,310000.0,1,2,0,0,0,0,1,0,0
False,True,False,True,2.0,2.0,44.36,1955.0,225000.0,1,1,0,0,0,0,1,0,0
False,True,False,True,2.0,2.0,51.25,1954.0,278000.0,1,1,0,0,0,0,1,0,0
False,True,False,False,1.0,3.0,56.0,1954.0,130000.0,1,1,0,0,0,0,1,0,0
False,True,False,False,1.0,3.0,56.0,1954.0,130000.0,1,1,0,0,0,0,1,0,0
True,True,False,True,-1.0,3.0,79.0,1963.0,340000.0,3,1,0,0,0,0,1,0,0
True,True,False,False,-1.0,4.0,155.0,1997.0,1193500.0,1,1,0,0,0,0,1,0,0
True,False,True,True,3.0,3.0,76.0,1968.0,289000.0,3,1,0,0,0,0,1,0,0
False,True,True,True,1.0,4.0,92.98,1981.0,348000.0,3,1,0,0,0,0,1,0,0
False,True,True,True,1.0,4.0,172.0,2002.0,1290000.0,1,1,0,0,0,0,1,0,0
False,True,True,False,2.0,3.0,152.0,2017.0,1395000.0,1,1,0,0,0,0,1,0,0
False,True,True,False,-1.0,3.0,94.5,2021.0,565000.0,1,1,0,0,0,0,1,0,0
False,True,True,True,5.0,1.0,20.8,2019.0,219214.0,3,1,0,0,0,0,0,1,0
False,True,True,False,5.0,3.0,90.12,2022.0,1099000.0,1,1,0,0,0,0,0,1,0
True,True,False,True,1.0,3.0,97.32,1963.0,1249000.0,1,2,0,0,0,0,0,1,0
False,True,False,True,1.0,3.0,82.0,1963.0,779000.0,3,1,0,0,0,0,0,1,0
True,True,False,False,-1.0,3.0,87.0,1954.0,813000.0,1,1,0,0,0,0,0,1,0
False,True,True,False,6.0,3.0,88.54,2022.0,1025000.0,1,1,0,0,0,0,0,1,0
False,True,False,True,-1.0,3.5,126.0,1910.0,1810000.0,2,3,0,0,0,0,0,1,0
False,False,True,True,1.0,3.0,80.66,2023.0,862000.0,1,1,0,0,0,0,0,1,0
False,True,True,False,3.0,1.0,31.0,1967.0,298000.0,1,2,0,0,0,0,0,1,0
False,True,True,True,1.0,2.0,68.5,1870.0,1480000.0,1,2,0,0,0,0,0,1,0
True,True,True,False,-1.0,3.0,74.95,2021.0,809900.0,3,1,0,0,0,0,0,1,0
False,True,False,False,-1.0,1.0,32.0,1972.0,263000.0,2,1,0,0,0,0,0,1,0
True,True,True,True,-1.0,1.0,18.54,2023.0,274000.0,2,1,0,0,0,0,0,1,0
True,True,True,True,-1.0,1.0,19.38,2023.0,277200.0,2,1,0,0,0,0,0,1,0
False,True,True,False,1.0,1.0,30.0,1960.0,378500.0,1,3,0,0,0,0,0,1,0
False,True,True,True,2.0,5.0,98.5,2000.0,598000.0,1,2,0,0,0,0,0,1,0
False,True,False,True,1.0,3.0,67.53,2006.0,790000.0,1,1,0,0,0,0,0,1,0
False,True,True,False,1.0,2.0,68.61,2022.0,979000.0,1,3,0,0,0,0,0,1,0
False,True,True,False,-1.0,3.0,94.76,2023.0,990000.0,2,1,0,0,0,0,0,1,0
True,True,False,True,3.0,3.0,80.59,1965.0,630000.0,2,1,0,0,0,0,0,1,0
False,True,False,True,2.0,2.0,55.7,1989.0,599800.0,2,1,0,0,0,0,0,1,0
False,True,True,False,1.0,1.0,37.94,2022.0,579000.0,1,3,0,0,0,0,0,1,0
False,True,True,False,1.0,4.0,91.44,2023.0,970000.0,2,1,0,0,0,0,0,1,0
True,True,True,True,-1.0,1.0,18.44,2023.0,239500.0,2,1,0,0,0,0,0,1,0
True,True,True,True,-1.0,1.0,18.44,2023.0,248700.0,2,1,0,0,0,0,0,1,0
True,True,True,True,-1.0,1.0,18.24,2023.0,264800.0,2,1,0,0,0,0,0,1,0
False,True,True,True,7.0,2.0,56.0,1966.0,415000.0,3,1,0,0,0,0,0,1,0
False,True,False,True,4.0,3.0,83.32,1958.0,825000.0,1,1,0,0,0,0,0,1,0
False,True,True,True,3.0,2.0,57.51,2023.0,674900.0,3,1,0,0,0,0,0,1,0
False,True,True,True,1.0,2.0,62.82,2023.0,739900.0,3,1,0,0,0,0,0,1,0
False,False,False,True,-1.0,3.0,105.95,2022.0,1330000.0,1,1,0,0,0,0,0,1,0
False,False,False,True,-1.0,4.0,122.7,2022.0,1540000.0,1,1,0,0,0,0,0,1,0
True,True,True,True,1.0,2.0,70.24,2021.0,969000.0,1,2,0,0,0,0,0,1,0
False,True,True,True,4.0,1.0,37.32,2023.0,502900.0,3,1,0,0,0,0,0,1,0
False,True,True,True,3.0,1.0,40.99,2023.0,514900.0,3,1,0,0,0,0,0,1,0
False,True,True,False,-1.0,2.0,40.69,2020.0,592000.0,2,1,0,0,0,0,0,1,0
False,True,True,False,1.0,3.0,65.1,2020.0,956000.0,2,1,0,0,0,0,0,1,0
False,True,True,True,1.0,2.0,51.03,2023.0,605000.0,1,1,0,0,0,0,0,1,0
False,False,True,True,18.0,1.0,44.39,1976.0,180000.0,3,2,0,0,0,0,0,1,0
False,False,True,False,-1.0,1.0,36.58,2020.0,479000.0,2,1,0,0,0,0,0,1,0
False,True,True,True,4.0,1.0,33.0,1972.0,333000.0,1,2,0,0,0,0,0,1,0
False,False,False,False,-1.0,3.0,80.0,2003.0,724900.0,3,1,0,0,0,0,0,1,0
False,False,True,False,-1.0,1.0,17.15,2022.0,299500.0,3,3,0,0,0,0,0,1,0
False,True,False,False,-1.0,1.0,31.0,1967.0,354000.0,1,2,0,0,0,0,0,1,0
False,True,True,True,2.0,4.0,200.0,1994.0,2390000.0,2,3,0,0,0,0,0,1,0
False,True,True,True,5.0,2.0,65.5,1981.0,523000.0,1,2,0,0,0,0,0,1,0
False,False,False,True,1.0,1.0,36.0,1957.0,480000.0,1,2,0,0,0,0,0,1,0
False,True,False,True,2.0,3.5,118.0,1970.0,1100000.0,1,1,0,0,0,0,0,1,0
True,True,True,False,-1.0,3.0,100.63,2023.0,1207560.0,1,1,0,0,0,0,0,1,0
False,True,False,False,4.0,3.0,84.0,1950.0,569000.0,1,1,0,0,0,0,0,1,0
True,False,True,True,4.0,4.0,93.46,1982.0,875000.0,3,1,0,0,0,0,0,1,0
False,True,False,False,2.0,3.0,81.0,1972.0,650000.0,1,1,0,0,0,0,0,1,0
True,True,True,False,-1.0,2.5,80.43,1968.0,675000.0,2,1,0,0,0,0,0,1,0
True,True,True,False,-1.0,4.0,92.0,1969.0,850000.0,2,1,0,0,0,0,0,1,0
False,True,False,True,4.0,3.0,117.0,2011.0,2990000.0,1,2,0,0,0,0,0,1,0
False,False,True,False,2.0,1.0,30.72,1971.0,310000.0,1,3,0,0,0,0,0,1,0
False,False,False,False,2.0,3.0,75.0,1971.0,648000.0,2,1,0,0,0,0,0,1,0
False,True,True,True,7.0,3.0,71.0,1963.0,730000.0,3,2,0,0,0,0,0,1,0
False,True,False,True,-1.0,2.0,54.33,1996.0,740000.0,3,3,0,0,0,0,0,1,0
True,False,True,False,5.0,1.0,22.81,1961.0,195000.0,1,1,0,0,0,0,0,1,0
True,True,False,True,1.0,2.0,58.0,1975.0,600000.0,1,1,0,0,0,0,0,1,0
False,True,True,True,3.0,3.5,86.0,2022.0,995000.0,3,1,0,0,0,0,0,1,0
False,False,False,True,1.0,3.0,97.12,2013.0,1220000.0,2,1,0,0,0,0,0,1,0
False,True,True,True,6.0,4.0,84.0,1972.0,790000.0,3,1,0,0,0,0,0,1,0
False,True,False,True,3.0,2.0,57.0,1963.0,539900.0,3,1,0,0,0,0,0,1,0
True,True,False,False,4.0,2.0,62.0,1900.0,832000.0,1,2,0,0,0,0,0,1,0
True,True,True,True,2.0,2.0,60.0,1973.0,895000.0,1,2,0,0,0,0,0,1,0
False,False,True,False,2.0,1.0,30.61,1985.0,490000.0,1,3,0,0,0,0,0,1,0
True,True,True,True,7.0,1.0,31.0,1970.0,346000.0,3,2,0,0,0,0,0,1,0
False,True,False,True,2.0,3.0,82.0,1960.0,767000.0,1,1,0,0,0,0,0,1,0
False,True,False,True,1.0,3.5,114.0,1986.0,1295000.0,1,2,0,0,0,0,0,1,0
False,True,True,True,3.0,3.0,83.0,1974.0,645000.0,1,2,0,0,0,0,0,1,0
True,True,True,False,-1.0,2.0,77.0,2017.0,769000.0,1,2,0,0,0,0,0,1,0
True,True,True,False,-1.0,3.0,73.0,1987.0,649000.0,3,1,0,0,0,0,0,1,0
True,False,True,True,-1.0,1.0,36.0,1968.0,325000.0,2,1,0,0,0,0,0,1,0
False,True,False,False,-1.0,2.5,66.27,1968.0,499000.0,2,1,0,0,0,0,0,1,0
False,False,False,False,2.0,3.0,63.49,1961.0,632000.0,3,1,0,0,0,0,0,1,0
False,True,False,True,-1.0,3.0,88.44,1995.0,845000.0,1,2,0,0,0,0,0,1,0
False,True,True,True,14.0,2.5,97.0,2016.0,1890000.0,1,2,0,0,0,0,0,1,0
True,True,True,False,-1.0,4.0,146.75,2022.0,2040000.0,1,1,0,0,0,0,0,1,0
False,True,False,False,-1.0,3.5,120.0,2009.0,1125000.0,2,1,0,0,0,0,0,1,0
True,False,False,False,-1.0,4.0,214.0,1976.0,1490000.0,2,1,0,0,0,0,0,1,0
False,True,True,False,1.0,1.0,32.0,1971.0,299000.0,1,2,0,0,0,0,0,1,0
True,False,False,False,-1.0,3.5,94.0,2022.0,1261400.0,2,1,0,0,0,0,0,1,0
True,False,False,False,-1.0,3.5,98.41,2022.0,1322500.0,2,1,0,0,0,0,0,1,0
True,False,False,True,-1.0,4.0,114.0,2022.0,1575300.0,2,1,0,0,0,0,0,1,0
True,True,False,False,-1.0,2.0,51.09,1940.0,595000.0,2,2,0,0,0,0,0,1,0
False,False,True,False,2.0,1.0,32.36,1969.0,142000.0,1,2,0,0,0,0,0,1,0
False,False,True,True,3.0,2.0,70.0,1966.0,150000.0,1,3,0,0,0,0,0,1,0
False,False,True,False,5.0,1.0,17.11,2017.0,155000.0,2,3,0,0,0,0,0,1,0
False,False,True,True,1.0,1.0,26.08,1962.0,179000.0,2,3,0,0,0,0,0,1,0
False,False,True,False,-1.0,1.0,48.0,2021.0,191779.64,3,1,0,0,0,0,0,1,0
False,False,True,False,-1.0,1.0,17.1,2022.0,192525.0,1,2,0,0,0,0,0,1,0
True,True,True,True,-1.0,2.0,36.84,1963.0,195000.0,2,2,0,0,0,0,0,1,0
False,True,True,False,2.0,1.0,29.1,1972.0,210000.0,1,1,0,0,0,0,0,1,0
True,True,True,True,4.0,1.0,20.68,2019.0,215221.0,3,1,0,0,0,0,0,1,0
True,True,True,True,2.0,1.0,20.68,2019.0,219015.0,3,1,0,0,0,0,0,1,0
False,False,True,False,-1.0,1.0,33.0,1972.0,224000.0,1,3,0,0,0,0,0,1,0
False,True,False,False,1.0,1.0,33.0,1972.0,224000.0,1,3,0,0,0,0,0,1,0
False,True,True,True,5.0,1.0,38.2,1968.0,225000.0,1,2,0,0,0,0,0,1,0
False,True,True,False,1.0,1.0,21.0,1970.0,230000.0,2,2,0,0,0,0,0,1,0
True,True,True,True,15.0,1.0,20.8,2019.0,231220.0,3,1,0,0,0,0,0,1,0
False,False,False,False,-1.0,1.0,25.7,1962.0,240000.0,2,1,0,0,0,0,0,1,0
False,True,False,False,-1.0,1.0,27.0,1975.0,242500.0,2,2,0,0,0,0,0,1,0
False,True,True,False,2.0,1.0,21.0,2013.0,244000.0,1,1,0,0,0,0,0,1,0
False,True,True,False,1.0,1.0,21.48,2013.0,244000.0,1,1,0,0,0,0,0,1,0
False,True,False,False,1.0,1.5,44.0,1973.0,248000.0,3,1,0,0,0,0,0,1,0
False,True,True,True,-1.0,1.0,27.17,2006.0,249000.0,1,3,0,0,0,0,0,1,0
True,True,True,True,3.0,1.0,22.1,2014.0,249900.0,1,1,0,0,0,0,0,1,0
False,True,True,True,1.0,1.0,34.0,1965.0,250000.0,3,2,0,0,0,0,0,1,0
False,True,True,False,4.0,1.0,18.2,1980.0,250000.0,1,3,0,0,0,0,0,1,0
False,True,True,False,2.0,1.0,30.0,1969.0,250000.0,2,1,0,0,0,0,0,1,0
True,True,True,True,3.0,1.0,31.0,1961.0,255000.0,2,1,0,0,0,0,0,1,0
False,True,False,True,3.0,3.0,80.2,1972.0,259000.0,1,1,0,0,0,0,0,1,0
True,False,True,True,3.0,1.0,19.8,2014.0,259900.0,1,1,0,0,0,0,0,1,0
False,True,False,False,-1.0,1.0,31.0,1971.0,267000.0,1,1,0,0,0,0,0,1,0
False,True,False,False,1.0,1.0,24.0,1962.0,270000.0,2,1,0,0,0,0,0,1,0
False,True,False,True,1.0,1.0,32.0,1972.0,270000.0,2,1,0,0,0,0,0,1,0
False,True,False,False,-1.0,1.0,33.04,1963.0,275000.0,2,1,0,0,0,0,0,1,0
True,False,True,True,3.0,1.0,36.0,1969.0,275000.0,2,1,0,0,0,0,0,1,0
False,True,True,True,-1.0,1.0,35.5,1973.0,280000.0,1,3,0,0,0,0,0,1,0
False,True,True,True,3.0,1.0,24.0,1970.0,289000.0,1,1,0,0,0,0,0,1,0
False,False,True,False,-1.0,1.0,16.94,2022.0,292500.0,3,3,0,0,0,0,0,1,0
False,True,False,False,-1.0,2.0,42.01,1941.0,295000.0,1,1,0,0,0,0,0,1,0
False,False,True,True,1.0,1.0,34.45,1984.0,295000.0,2,1,0,0,0,0,0,1,0
False,False,True,False,15.0,1.0,24.5,1972.0,300000.0,1,3,0,0,0,0,0,1,0
False,True,True,False,4.0,1.0,38.5,1970.0,315000.0,1,3,0,0,0,0,0,1,0
False,True,True,False,-1.0,1.0,36.69,1956.0,315000.0,1,2,0,0,0,0,0,1,0
False,False,True,True,6.0,1.0,36.0,1969.0,319000.0,2,1,0,0,0,0,0,1,0
False,True,True,False,-1.0,1.0,30.0,1974.0,319000.0,1,1,0,0,0,0,0,1,0
False,True,True,True,-1.0,1.0,39.0,1970.0,319000.0,3,1,0,0,0,0,0,1,0
False,False,True,True,-1.0,1.0,29.14,1970.0,320000.0,1,3,0,0,0,0,0,1,0
False,True,True,True,5.0,1.0,30.0,1963.0,320000.0,2,1,0,0,0,0,0,1,0
False,False,True,False,-1.0,1.0,18.43,2022.0,322500.0,3,3,0,0,0,0,0,1,0
False,True,True,True,-1.0,1.0,32.0,1970.0,324000.0,3,2,0,0,0,0,0,1,0
True,False,True,True,1.0,1.0,27.15,1973.0,324900.0,2,2,0,0,0,0,0,1,0
False,True,True,False,-1.0,1.0,39.02,1968.0,325000.0,2,1,0,0,0,0,0,1,0
False,True,True,True,3.0,1.0,31.61,1970.0,325000.0,2,1,0,0,0,0,0,1,0
False,True,True,False,6.0,1.5,40.0,1969.0,325235.0,3,1,0,0,0,0,0,1,0
False,True,True,True,4.0,1.0,31.0,1964.0,329000.0,1,2,0,0,0,0,0,1,0
False,True,True,False,-1.0,2.0,43.0,1982.0,329000.0,1,1,0,0,0,0,0,1,0
False,False,True,False,7.0,1.0,30.63,1967.0,330000.0,1,2,0,0,0,0,0,1,0
True,True,True,True,7.0,1.0,30.53,1960.0,330000.0,1,3,0,0,0,0,0,1,0
False,False,True,False,-1.0,1.0,19.09,2022.0,332500.0,3,3,0,0,0,0,0,1,0
False,True,True,True,4.0,1.0,33.0,1972.0,333000.0,1,2,0,0,0,0,0,1,0
False,True,True,True,1.0,1.5,41.9,1966.0,335000.0,3,1,0,0,0,0,0,1,0
False,False,False,True,-1.0,1.0,22.0,1973.0,335000.0,3,3,0,0,0,0,0,1,0
False,True,True,False,1.0,1.0,27.0,1998.0,325000.0,1,3,0,0,0,0,0,1,0
False,True,True,False,1.0,1.0,27.0,1998.0,325000.0,1,3,0,0,0,0,0,1,0
False,True,False,True,-1.0,1.0,37.7,1989.0,339300.0,2,1,0,0,0,0,0,1,0
False,True,True,False,10.0,1.0,32.15,2013.0,340000.0,1,3,0,0,0,0,0,1,0
False,True,False,False,-1.0,1.0,36.7,1998.0,340000.0,1,2,0,0,0,0,0,1,0
True,True,False,False,-1.0,1.0,37.67,1992.0,340000.0,3,1,0,0,0,0,0,1,0
True,True,False,False,-1.0,1.0,32.87,1994.0,345000.0,2,1,0,0,0,0,0,1,0
False,False,True,True,11.0,1.0,36.0,1968.0,349000.0,2,1,0,0,0,0,0,1,0
False,False,True,True,-1.0,1.0,19.66,2022.0,349500.0,3,3,0,0,0,0,0,1,0
True,True,True,False,-1.0,1.0,30.0,1962.0,350000.0,3,1,0,0,0,0,0,1,0
False,False,False,False,3.0,1.0,42.0,1964.0,350000.0,2,1,0,0,0,0,0,1,0
False,True,False,True,1.0,1.0,37.32,1964.0,350000.0,1,2,0,0,0,0,0,1,0
False,False,False,False,3.0,1.0,42.0,1964.0,350000.0,2,1,0,0,0,0,0,1,0
False,True,True,True,-1.0,1.0,29.91,1964.0,350000.0,3,2,0,0,0,0,0,1,0
False,True,False,False,-1.0,1.0,32.3,1971.0,350000.0,1,2,0,0,0,0,0,1,0
True,True,True,False,1.0,1.0,21.25,2018.0,359500.0,1,1,0,0,0,0,0,1,0
False,False,True,False,-1.0,1.0,20.95,2022.0,359500.0,3,3,0,0,0,0,0,1,0
False,True,False,True,2.0,2.0,56.0,1995.0,360000.0,1,1,0,0,0,0,0,1,0
False,False,True,False,-1.0,1.0,20.93,2022.0,364500.0,3,3,0,0,0,0,0,1,0
False,True,True,True,2.0,1.0,31.0,1985.0,365000.0,1,3,0,0,0,0,0,1,0
False,False,False,True,-1.0,2.0,42.0,1972.0,365000.0,3,1,0,0,0,0,0,1,0
False,False,True,False,-1.0,1.0,38.22,1968.0,369000.0,1,2,0,0,0,0,0,1,0
False,True,False,True,2.0,2.0,61.8,1960.0,370000.0,1,1,0,0,0,0,0,1,0
False,True,True,False,-1.0,2.0,65.0,1973.0,370000.0,2,1,0,0,0,0,0,1,0
