garden,basement,elevator,balcony,floor (storey),nmbr of rooms,sq_meters,construction year,price,unemployment,Anteil Gruenenwaehler,Berlin,Duesseldorf,Frankfurt,Hamburg,Koeln,Muenchen,Stuttgart
False,False,False,False,-1.0,3.0,100.0,2022.0,580000.0,2,1,0,0,0,1,0,0,0
False,True,False,True,1.0,3.0,88.0,2020.0,580000.0,3,1,0,0,0,1,0,0,0
False,False,False,False,1.0,4.0,98.7,2020.0,580000.0,1,1,0,0,0,1,0,0,0
True,True,False,False,-1.0,2.5,68.0,1904.0,580000.0,3,3,0,0,0,1,0,0,0
True,False,True,True,4.0,2.0,45.65,1955.0,582000.0,1,2,0,0,0,1,0,0,0
True,True,False,True,2.0,5.0,120.0,1965.0,585000.0,1,1,0,0,0,1,0,0,0
True,False,True,False,-1.0,2.0,82.0,1998.0,585000.0,1,2,0,0,0,1,0,0,0
False,True,False,False,-1.0,3.0,84.96,2022.0,585000.0,2,1,0,0,0,1,0,0,0
True,False,False,True,-1.0,5.0,120.0,1965.0,585000.0,1,1,0,0,0,1,0,0,0
False,False,True,True,2.0,4.0,107.0,1970.0,589000.0,2,3,0,0,0,1,0,0,0
False,True,False,False,2.0,2.5,69.7,1984.0,590000.0,1,1,0,0,0,1,0,0,0
False,True,False,True,-1.0,3.5,150.09,1972.0,590000.0,2,1,0,0,0,1,0,0,0
True,True,False,False,-1.0,2.0,67.0,2014.0,590000.0,1,2,0,0,0,1,0,0,0
False,False,True,False,-1.0,3.0,88.0,2022.0,591000.0,2,1,0,0,0,1,0,0,0
False,False,False,False,2.0,4.0,98.7,2020.0,592000.0,1,1,0,0,0,1,0,0,0
False,False,True,True,2.0,4.0,95.0,2019.0,595000.0,2,1,0,0,0,1,0,0,0
False,False,False,True,-1.0,4.0,127.0,1993.0,595000.0,3,1,0,0,0,1,0,0,0
True,True,True,True,-1.0,2.5,82.09,2002.0,595000.0,1,2,0,0,0,1,0,0,0
True,True,False,False,-1.0,4.0,105.0,2001.0,595000.0,2,1,0,0,0,1,0,0,0
True,True,True,True,3.0,4.0,110.15,2021.0,596000.0,3,1,0,0,0,1,0,0,0
False,True,True,False,-1.0,3.0,94.73,1982.0,597000.0,1,1,0,0,0,1,0,0,0
False,True,True,True,3.0,3.0,97.1,1995.0,598000.0,1,1,0,0,0,1,0,0,0
False,True,False,True,4.0,2.0,68.0,1955.0,598000.0,2,3,0,0,0,1,0,0,0
True,False,False,False,1.0,3.0,106.1,1928.0,599000.0,1,3,0,0,0,1,0,0,0
False,True,True,False,-1.0,2.0,80.0,1972.0,599000.0,2,2,0,0,0,1,0,0,0
False,True,True,False,-1.0,2.0,127.0,1983.0,599000.0,1,1,0,0,0,1,0,0,0
False,True,True,True,-1.0,3.0,84.0,2021.0,599000.0,2,1,0,0,0,1,0,0,0
False,True,False,True,-1.0,3.0,82.4,2001.0,599000.0,2,3,0,0,0,1,0,0,0
False,True,True,False,4.0,5.0,132.21,1993.0,599000.0,3,3,0,0,0,1,0,0,0
False,True,False,False,-1.0,3.0,63.64,1900.0,599000.0,3,3,0,0,0,1,0,0,0
False,False,True,False,-1.0,4.0,105.66,1910.0,600000.0,1,2,0,0,0,1,0,0,0
True,True,False,True,1.0,3.0,75.11,2022.0,603000.0,1,2,0,0,0,1,0,0,0
False,False,False,False,-1.0,2.0,68.1,2023.0,609000.0,1,2,0,0,0,1,0,0,0
False,False,False,True,4.0,4.0,101.0,1954.0,614800.0,2,3,0,0,0,1,0,0,0
False,True,False,True,1.0,3.0,81.0,2022.0,615000.0,1,2,0,0,0,1,0,0,0
False,False,False,True,4.0,3.0,77.0,1926.0,625000.0,1,3,0,0,0,1,0,0,0
False,False,True,True,6.0,2.0,63.0,2022.0,625000.0,1,3,0,0,0,1,0,0,0
True,False,False,False,-1.0,3.5,110.0,1915.0,625000.0,3,1,0,0,0,1,0,0,0
False,False,False,False,-1.0,4.0,62.37,1900.0,625000.0,1,3,0,0,0,1,0,0,0
False,False,True,True,1.0,2.0,67.6,2022.0,625000.0,2,3,0,0,0,1,0,0,0
True,True,True,True,3.0,3.0,81.1,2020.0,629000.0,2,3,0,0,0,1,0,0,0
False,False,True,False,3.0,4.0,103.0,2017.0,629000.0,2,1,0,0,0,1,0,0,0
True,False,False,False,-1.0,2.5,100.0,1971.0,630000.0,1,2,0,0,0,1,0,0,0
False,False,False,False,3.0,4.0,98.7,2020.0,631000.0,1,1,0,0,0,1,0,0,0
True,True,False,False,-1.0,3.0,129.0,1995.0,633000.0,1,1,0,0,0,1,0,0,0
False,True,False,False,-1.0,2.0,129.0,1995.0,633000.0,1,1,0,0,0,1,0,0,0
False,True,False,True,1.0,2.0,60.0,1933.0,635000.0,1,2,0,0,0,1,0,0,0
False,True,False,False,5.0,2.0,66.0,2016.0,635000.0,1,3,0,0,0,1,0,0,0
False,False,True,False,-1.0,2.0,63.0,1982.0,635000.0,1,3,0,0,0,1,0,0,0
False,True,False,True,2.0,3.0,77.17,1900.0,637000.0,2,3,0,0,0,1,0,0,0
False,True,False,True,-1.0,4.0,118.0,2019.0,639000.0,2,1,0,0,0,1,0,0,0
False,True,True,True,-1.0,3.0,82.0,2022.0,639000.0,2,1,0,0,0,1,0,0,0
False,False,False,False,-1.0,2.0,97.0,1900.0,640000.0,2,3,0,0,0,1,0,0,0
False,True,True,False,1.0,3.0,87.2,2022.0,640000.0,1,1,0,0,0,1,0,0,0
True,True,True,True,-1.0,4.0,107.08,2023.0,648000.0,3,1,0,0,0,1,0,0,0
False,True,True,False,-1.0,3.0,88.6,2022.0,649000.0,2,3,0,0,0,1,0,0,0
True,False,False,False,-1.0,3.0,67.5,2019.0,649000.0,3,3,0,0,0,1,0,0,0
False,True,False,True,-1.0,4.0,112.3,1972.0,649000.0,1,2,0,0,0,1,0,0,0
False,False,False,True,1.0,3.0,66.0,1910.0,649900.0,1,2,0,0,0,1,0,0,0
False,True,False,False,2.0,3.0,140.0,2006.0,650000.0,2,1,0,0,0,1,0,0,0
False,True,True,False,-1.0,2.0,65.0,1980.0,650000.0,1,2,0,0,0,1,0,0,0
False,False,True,True,1.0,2.0,81.25,2022.0,650000.0,1,1,0,0,0,1,0,0,0
True,True,False,False,-1.0,4.0,146.56,1944.0,652200.0,3,2,0,0,0,1,0,0,0
True,False,False,True,-1.0,4.0,111.0,2022.0,659000.0,1,2,0,0,0,1,0,0,0
False,True,False,False,-1.0,2.5,57.5,2017.0,659000.0,1,2,0,0,0,1,0,0,0
False,False,False,False,2.0,4.0,90.3,2023.0,659000.0,1,2,0,0,0,1,0,0,0
False,True,True,False,4.0,2.0,62.95,2023.0,659000.0,2,3,0,0,0,1,0,0,0
True,True,True,True,-1.0,3.0,92.3,2020.0,660000.0,2,3,0,0,0,1,0,0,0
False,True,True,True,-1.0,3.0,78.0,2008.0,660000.0,1,2,0,0,0,1,0,0,0
False,True,True,True,2.0,4.0,110.0,2020.0,665000.0,2,1,0,0,0,1,0,0,0
False,False,False,True,1.0,2.0,54.0,1900.0,665000.0,1,3,0,0,0,1,0,0,0
False,False,True,False,-1.0,4.0,106.56,2023.0,665000.0,3,1,0,0,0,1,0,0,0
False,False,True,False,1.0,4.0,106.48,2023.0,670000.0,3,1,0,0,0,1,0,0,0
False,False,True,False,2.0,3.0,85.64,2022.0,670000.0,1,1,0,0,0,1,0,0,0
False,True,True,True,-1.0,3.0,80.0,1984.0,670000.0,1,1,0,0,0,1,0,0,0
False,False,False,False,2.0,3.0,88.93,1977.0,671400.0,2,3,0,0,0,1,0,0,0
False,True,False,True,4.0,3.0,91.0,2001.0,674000.0,1,1,0,0,0,1,0,0,0
False,False,False,True,2.0,3.0,79.0,1907.0,679000.0,1,3,0,0,0,1,0,0,0
False,False,False,False,-1.0,3.0,86.0,1905.0,679000.0,3,3,0,0,0,1,0,0,0
False,True,True,True,-1.0,4.0,109.0,2021.0,679900.0,1,2,0,0,0,1,0,0,0
False,False,True,False,1.0,4.0,107.97,2023.0,685000.0,3,1,0,0,0,1,0,0,0
False,False,True,True,2.0,4.0,127.34,2018.0,685000.0,3,1,0,0,0,1,0,0,0
False,False,False,True,-1.0,3.0,89.1,2015.0,689000.0,2,3,0,0,0,1,0,0,0
False,False,False,False,-1.0,4.0,88.0,1997.0,689000.0,1,2,0,0,0,1,0,0,0
True,True,True,False,-1.0,3.0,89.01,2021.0,690000.0,1,2,0,0,0,1,0,0,0
False,True,False,True,5.0,2.0,78.0,1902.0,690000.0,3,3,0,0,0,1,0,0,0
False,False,False,False,-1.0,4.0,130.0,2000.0,690000.0,1,3,0,0,0,1,0,0,0
False,True,False,False,-1.0,4.0,120.0,1970.0,694500.0,1,1,0,0,0,1,0,0,0
False,True,True,True,2.0,2.0,67.15,1998.0,695000.0,1,2,0,0,0,1,0,0,0
False,True,False,True,-1.0,4.0,91.19,1964.0,695000.0,2,3,0,0,0,1,0,0,0
False,True,True,True,-1.0,4.0,127.95,2023.0,695000.0,2,1,0,0,0,1,0,0,0
False,False,False,False,1.0,2.5,81.0,1964.0,695000.0,2,3,0,0,0,1,0,0,0
False,True,False,False,4.0,3.0,116.0,2018.0,697000.0,2,1,0,0,0,1,0,0,0
False,True,True,False,5.0,3.0,108.0,2012.0,699000.0,3,2,0,0,0,1,0,0,0
False,True,False,False,-1.0,2.0,86.9,1910.0,699000.0,2,3,0,0,0,1,0,0,0
True,False,True,True,3.0,4.0,93.0,2021.0,699000.0,3,1,0,0,0,1,0,0,0
False,False,False,False,1.0,3.0,71.0,1870.0,699000.0,1,3,0,0,0,1,0,0,0
False,False,False,False,-1.0,3.0,120.0,1978.0,699000.0,1,1,0,0,0,1,0,0,0
False,True,False,True,3.0,2.5,73.53,2021.0,699000.0,2,3,0,0,0,1,0,0,0
False,True,False,False,-1.0,2.0,84.41,1956.0,699000.0,1,3,0,0,0,1,0,0,0
False,True,False,False,4.0,2.0,84.41,1956.0,699000.0,1,3,0,0,0,1,0,0,0
False,False,False,False,1.0,4.0,90.3,2023.0,699000.0,1,2,0,0,0,1,0,0,0
False,True,True,True,-1.0,6.5,189.0,1960.0,699000.0,3,1,0,0,0,1,0,0,0
False,False,False,False,1.0,3.0,93.9,1977.0,699555.0,2,3,0,0,0,1,0,0,0
False,True,False,False,-1.0,3.0,112.0,1998.0,700000.0,2,1,0,0,0,1,0,0,0
False,False,True,False,-1.0,4.0,114.0,2022.0,715000.0,2,1,0,0,0,1,0,0,0
True,True,False,True,-1.0,3.0,81.33,1959.0,719000.0,1,2,0,0,0,1,0,0,0
False,False,False,False,2.0,4.0,90.3,2023.0,719000.0,1,2,0,0,0,1,0,0,0
False,False,True,False,-1.0,3.0,94.45,2022.0,726000.0,1,1,0,0,0,1,0,0,0
False,False,True,True,1.0,2.0,94.19,2022.0,728000.0,1,1,0,0,0,1,0,0,0
False,True,False,False,1.0,3.5,117.83,1911.0,729000.0,1,2,0,0,0,1,0,0,0
False,False,True,True,11.0,2.0,49.0,2022.0,730000.0,1,3,0,0,0,1,0,0,0
False,True,True,False,2.0,3.0,89.0,2022.0,731000.0,2,1,0,0,0,1,0,0,0
False,True,False,True,2.0,4.0,93.6,1893.0,740000.0,3,3,0,0,0,1,0,0,0
True,True,False,False,-1.0,4.5,143.0,1971.0,745000.0,1,1,0,0,0,1,0,0,0
False,False,False,True,2.0,4.0,121.2,2020.0,745000.0,1,2,0,0,0,1,0,0,0
True,True,False,False,1.0,4.5,156.0,1964.0,748800.0,1,2,0,0,0,1,0,0,0
False,True,False,True,2.0,3.0,91.39,1991.0,750000.0,1,2,0,0,0,1,0,0,0
False,True,False,False,-1.0,3.0,113.5,1973.0,751000.0,1,2,0,0,0,1,0,0,0
True,True,True,True,1.0,3.0,85.1,2022.0,769000.0,2,3,0,0,0,1,0,0,0
True,True,False,False,-1.0,3.0,105.0,1988.0,769000.0,1,1,0,0,0,1,0,0,0
True,False,True,True,-1.0,2.0,86.67,1908.0,770000.0,1,2,0,0,0,1,0,0,0
False,False,True,False,-1.0,3.0,99.01,2022.0,772000.0,1,1,0,0,0,1,0,0,0
True,True,False,False,-1.0,4.0,137.0,2020.0,775000.0,3,1,0,0,0,1,0,0,0
False,True,False,True,-1.0,3.0,83.0,2016.0,775000.0,1,1,0,0,0,1,0,0,0
False,False,False,True,-1.0,3.0,112.0,2018.0,779000.0,1,1,0,0,0,1,0,0,0
False,False,False,True,-1.0,3.5,100.0,2006.0,780000.0,1,2,0,0,0,1,0,0,0
False,False,True,True,2.0,3.0,95.0,2022.0,780000.0,1,1,0,0,0,1,0,0,0
True,True,True,False,-1.0,3.0,93.16,2021.0,782600.0,3,1,0,0,0,1,0,0,0
True,True,True,False,-1.0,3.0,93.16,2021.0,782600.0,3,1,0,0,0,1,0,0,0
False,True,True,False,2.0,3.0,83.33,2023.0,784000.0,2,3,0,0,0,1,0,0,0
False,True,True,True,-1.0,2.0,60.18,2021.0,784400.0,1,3,0,0,0,1,0,0,0
False,True,True,True,-1.0,2.0,60.18,2021.0,784400.0,1,3,0,0,0,1,0,0,0
False,True,True,True,-1.0,2.0,60.18,2021.0,784400.0,1,3,0,0,0,1,0,0,0
False,True,False,True,-1.0,4.0,105.36,2021.0,790200.0,3,1,0,0,0,1,0,0,0
False,True,False,True,-1.0,4.0,105.36,2021.0,790200.0,3,1,0,0,0,1,0,0,0
False,True,False,False,-1.0,5.0,127.0,2012.0,795000.0,1,1,0,0,0,1,0,0,0
False,True,False,True,1.0,4.5,151.62,1927.0,795000.0,2,1,0,0,0,1,0,0,0
True,True,True,True,2.0,3.0,85.1,2022.0,795000.0,2,3,0,0,0,1,0,0,0
False,True,False,False,-1.0,4.0,106.0,1971.0,795000.0,1,2,0,0,0,1,0,0,0
False,True,True,True,-1.0,3.0,93.13,2021.0,796300.0,3,1,0,0,0,1,0,0,0
False,True,True,True,-1.0,3.0,93.13,2021.0,796300.0,3,1,0,0,0,1,0,0,0
False,False,False,True,2.0,4.0,94.0,1900.0,798000.0,1,3,0,0,0,1,0,0,0
False,False,False,True,2.0,5.0,129.7,2020.0,798000.0,1,2,0,0,0,1,0,0,0
False,False,False,True,-1.0,3.0,76.0,1984.0,799000.0,3,3,0,0,0,1,0,0,0
False,True,False,False,-1.0,4.0,98.52,2014.0,799000.0,2,3,0,0,0,1,0,0,0
False,True,False,False,3.0,3.5,96.94,1896.0,799000.0,1,3,0,0,0,1,0,0,0
False,True,True,True,-1.0,2.0,75.45,1998.0,799000.0,1,3,0,0,0,1,0,0,0
True,True,False,False,-1.0,5.0,142.0,2021.0,815000.0,3,2,0,0,0,1,0,0,0
True,True,False,False,-1.0,5.0,142.0,2021.0,815000.0,3,2,0,0,0,1,0,0,0
True,True,False,False,-1.0,5.0,142.0,2021.0,815000.0,3,2,0,0,0,1,0,0,0
True,True,True,False,-1.0,3.0,98.97,2021.0,831400.0,3,1,0,0,0,1,0,0,0
True,True,True,False,-1.0,3.0,98.97,2021.0,831400.0,3,1,0,0,0,1,0,0,0
True,True,False,False,-1.0,5.0,147.0,2021.0,835000.0,3,2,0,0,0,1,0,0,0
False,False,False,False,5.0,3.0,90.0,1905.0,835000.0,2,3,0,0,0,1,0,0,0
False,False,False,False,-1.0,3.0,90.0,1905.0,835000.0,2,3,0,0,0,1,0,0,0
True,True,True,False,-1.0,3.0,115.56,2022.0,835000.0,1,1,0,0,0,1,0,0,0
True,False,True,False,4.0,3.0,103.04,1962.0,839000.0,1,3,0,0,0,1,0,0,0
False,True,True,False,1.0,3.0,86.04,2023.0,839000.0,2,3,0,0,0,1,0,0,0
False,False,False,True,-1.0,4.0,104.0,2020.0,845000.0,2,3,0,0,0,1,0,0,0
False,True,True,True,1.0,3.0,112.92,2021.0,845000.0,1,1,0,0,0,1,0,0,0
False,True,True,True,-1.0,3.0,99.05,2021.0,846900.0,3,1,0,0,0,1,0,0,0
False,True,True,True,-1.0,3.0,99.05,2021.0,846900.0,3,1,0,0,0,1,0,0,0
False,False,False,True,2.0,3.0,107.66,1929.0,849000.0,1,3,0,0,0,1,0,0,0
False,True,False,True,1.0,4.0,133.0,1969.0,850000.0,1,2,0,0,0,1,0,0,0
False,False,True,True,1.0,3.0,99.0,2017.0,850000.0,2,3,0,0,0,1,0,0,0
False,False,True,False,-1.0,4.0,113.47,2022.0,851250.0,1,2,0,0,0,1,0,0,0
False,True,True,True,1.0,3.0,114.7,2020.0,855000.0,1,1,0,0,0,1,0,0,0
True,False,True,True,3.0,3.0,100.0,1955.0,859000.0,3,3,0,0,0,1,0,0,0
False,True,True,True,1.0,4.0,112.01,2021.0,859000.0,1,2,0,0,0,1,0,0,0
False,True,True,True,-1.0,3.0,93.41,2021.0,859400.0,3,1,0,0,0,1,0,0,0
False,True,True,True,-1.0,3.0,93.41,2021.0,859400.0,3,1,0,0,0,1,0,0,0
False,True,True,False,4.0,3.0,97.0,2019.0,865000.0,3,3,0,0,0,1,0,0,0
False,True,True,True,-1.0,2.0,60.18,2021.0,872800.0,1,3,0,0,0,1,0,0,0
False,True,True,True,-1.0,2.0,60.18,2021.0,872800.0,1,3,0,0,0,1,0,0,0
False,True,False,True,2.0,5.0,135.0,1959.0,875000.0,1,2,0,0,0,1,0,0,0
True,True,False,True,-1.0,4.0,155.0,1911.0,879000.0,2,3,0,0,0,1,0,0,0
False,False,False,True,-1.0,3.0,102.44,2021.0,880400.0,1,2,0,0,0,1,0,0,0
False,False,True,False,2.0,4.0,146.79,2023.0,895000.0,3,1,0,0,0,1,0,0,0
False,False,False,False,-1.0,4.0,130.0,1890.0,895000.0,2,2,0,0,0,1,0,0,0
False,False,True,True,4.0,3.0,107.0,2021.0,895000.0,2,2,0,0,0,1,0,0,0
False,False,True,True,4.0,3.0,107.0,2021.0,895000.0,2,2,0,0,0,1,0,0,0
True,False,False,False,-1.0,3.0,129.44,1974.0,895000.0,1,2,0,0,0,1,0,0,0
True,True,False,False,-1.0,6.0,171.77,2021.0,899000.0,3,2,0,0,0,1,0,0,0
True,True,True,True,2.0,4.0,156.0,1971.0,899000.0,1,1,0,0,0,1,0,0,0
False,True,True,False,-1.0,4.0,140.46,2023.0,899900.0,2,1,0,0,0,1,0,0,0
False,False,True,True,5.0,3.0,77.0,2022.0,900000.0,1,3,0,0,0,1,0,0,0
False,False,False,True,3.0,4.0,141.6,2020.0,908000.0,1,2,0,0,0,1,0,0,0
False,False,True,True,4.0,4.0,95.0,2022.0,910000.0,1,3,0,0,0,1,0,0,0
False,True,True,True,-1.0,3.0,99.11,2021.0,911900.0,3,1,0,0,0,1,0,0,0
False,True,True,True,-1.0,3.0,99.11,2021.0,911900.0,3,1,0,0,0,1,0,0,0
False,True,False,True,-1.0,11.0,241.92,1956.0,916000.0,3,2,0,0,0,1,0,0,0
True,True,True,True,-1.0,4.0,122.0,2017.0,925000.0,2,1,0,0,0,1,0,0,0
False,True,True,True,2.0,3.0,108.0,2022.0,925000.0,1,1,0,0,0,1,0,0,0
False,False,True,True,11.0,2.0,64.0,2022.0,930000.0,1,3,0,0,0,1,0,0,0
False,True,True,True,2.0,4.0,133.0,2008.0,935000.0,2,3,0,0,0,1,0,0,0
False,False,False,False,2.0,5.0,137.0,2022.0,935000.0,1,2,0,0,0,1,0,0,0
False,True,False,True,-1.0,5.0,107.0,1917.0,937000.0,1,3,0,0,0,1,0,0,0
False,True,False,True,3.0,3.0,98.89,2021.0,939000.0,2,3,0,0,0,1,0,0,0
False,False,False,True,-1.0,4.0,117.2,2022.0,940000.0,1,3,0,0,0,1,0,0,0
False,False,True,False,1.0,4.0,117.2,2022.0,940000.0,1,3,0,0,0,1,0,0,0
True,False,False,True,1.0,3.0,131.0,1973.0,948000.0,1,1,0,0,0,1,0,0,0
True,True,True,False,-1.0,3.0,84.31,1982.0,949000.0,1,3,0,0,0,1,0,0,0
True,True,False,False,-1.0,4.0,122.72,2022.0,949000.0,1,2,0,0,0,1,0,0,0
True,True,True,False,-1.0,4.0,122.25,2022.0,949000.0,1,2,0,0,0,1,0,0,0
True,True,True,False,-1.0,3.0,83.0,2014.0,949000.0,1,2,0,0,0,1,0,0,0
False,True,False,True,1.0,6.0,185.0,1957.0,950000.0,2,3,0,0,0,1,0,0,0
False,False,True,True,5.0,3.0,81.0,2022.0,950000.0,1,3,0,0,0,1,0,0,0
False,True,True,False,3.0,4.0,112.0,2021.0,959000.0,1,3,0,0,0,1,0,0,0
True,False,False,False,-1.0,3.0,160.0,1910.0,960000.0,1,2,0,0,0,1,0,0,0
False,True,True,True,-1.0,4.0,133.0,2021.0,972000.0,2,1,0,0,0,1,0,0,0
True,True,True,False,-1.0,4.0,152.0,2021.0,972660.0,1,2,0,0,0,1,0,0,0
False,False,False,True,-1.0,4.0,109.3,2022.0,975000.0,1,3,0,0,0,1,0,0,0
False,False,True,True,3.0,4.0,109.3,2022.0,975000.0,1,3,0,0,0,1,0,0,0
False,True,True,True,4.0,2.0,61.2,2023.0,980000.0,2,2,0,0,0,1,0,0,0
False,True,False,True,3.0,4.0,116.0,1904.0,985000.0,3,3,0,0,0,1,0,0,0
True,False,False,False,-1.0,4.0,129.0,1983.0,990000.0,1,2,0,0,0,1,0,0,0
True,True,False,False,-1.0,4.0,129.36,1983.0,990000.0,1,2,0,0,0,1,0,0,0
False,False,True,True,1.0,4.0,104.0,2022.0,995000.0,2,3,0,0,0,1,0,0,0
True,False,True,False,-1.0,4.0,109.0,2022.0,998000.0,2,3,0,0,0,1,0,0,0
False,False,False,True,1.0,5.0,146.59,1877.0,1013000.0,1,3,0,0,0,1,0,0,0
False,False,True,True,4.0,4.0,133.0,2022.0,1045000.0,1,3,0,0,0,1,0,0,0
True,True,True,False,-1.0,3.0,129.0,2021.0,1070000.0,1,1,0,0,0,1,0,0,0
False,True,True,False,2.0,4.0,130.24,2021.0,1075000.0,1,1,0,0,0,1,0,0,0
False,False,True,True,2.0,4.0,95.0,2022.0,1080000.0,1,3,0,0,0,1,0,0,0
False,False,False,False,-1.0,4.0,134.0,1978.0,1089000.0,1,2,0,0,0,1,0,0,0
False,False,False,True,2.0,2.0,75.0,1903.0,1090000.0,1,2,0,0,0,1,0,0,0
False,True,False,True,2.0,4.5,142.0,1911.0,1095000.0,1,3,0,0,0,1,0,0,0
False,True,False,True,2.0,3.0,97.0,2012.0,1098000.0,1,3,0,0,0,1,0,0,0
False,True,True,False,1.0,3.5,110.0,2013.0,1100000.0,2,2,0,0,0,1,0,0,0
False,False,False,False,5.0,2.5,122.0,1908.0,1100000.0,1,2,0,0,0,1,0,0,0
False,False,True,True,5.0,4.0,133.0,2022.0,1105000.0,1,3,0,0,0,1,0,0,0
False,True,False,False,1.0,3.0,140.25,2011.0,1110000.0,2,3,0,0,0,1,0,0,0
False,True,False,False,1.0,3.0,140.25,2011.0,1110000.0,2,3,0,0,0,1,0,0,0
False,False,True,True,8.0,4.0,101.0,2022.0,1120000.0,1,3,0,0,0,1,0,0,0
False,True,False,False,2.0,5.0,261.68,2021.0,1124000.0,2,1,0,0,0,1,0,0,0
False,True,True,False,-1.0,3.0,115.0,2010.0,1125000.0,1,2,0,0,0,1,0,0,0
True,True,True,False,-1.0,5.0,162.41,2021.0,1140000.0,1,1,0,0,0,1,0,0,0
True,True,False,True,-1.0,5.0,135.0,1900.0,1149000.0,1,3,0,0,0,1,0,0,0
False,True,True,True,-1.0,2.0,80.0,1980.0,1150000.0,1,2,0,0,0,1,0,0,0
True,False,True,True,-1.0,3.0,160.0,1998.0,1150000.0,1,2,0,0,0,1,0,0,0
True,True,True,False,4.0,4.0,106.0,2017.0,1150000.0,3,3,0,0,0,1,0,0,0
True,True,True,True,-1.0,4.0,163.69,2022.0,1150000.0,1,1,0,0,0,1,0,0,0
False,False,False,False,-1.0,4.0,122.6,2023.0,1169000.0,1,2,0,0,0,1,0,0,0
False,False,True,True,2.0,4.0,98.0,2017.0,1190000.0,1,2,0,0,0,1,0,0,0
False,False,False,True,2.0,4.0,133.0,1800.0,1200000.0,1,2,0,0,0,1,0,0,0
False,False,True,False,2.0,4.0,110.0,2022.0,1200000.0,2,3,0,0,0,1,0,0,0
False,True,True,True,2.0,5.0,133.0,1908.0,1200000.0,1,3,0,0,0,1,0,0,0
False,False,False,False,-1.0,5.0,159.41,1877.0,1200000.0,1,3,0,0,0,1,0,0,0
False,True,False,False,2.0,3.0,120.0,2000.0,1200000.0,1,1,0,0,0,1,0,0,0
False,False,True,True,11.0,3.0,84.0,2022.0,1215000.0,1,3,0,0,0,1,0,0,0
False,False,False,False,1.0,3.0,149.74,2023.0,1234000.0,2,2,0,0,0,1,0,0,0
False,False,False,False,1.0,3.0,108.0,2010.0,1250000.0,2,2,0,0,0,1,0,0,0
False,True,True,True,2.0,4.0,151.46,2022.0,1250000.0,1,1,0,0,0,1,0,0,0
False,True,True,True,4.0,3.5,102.16,2012.0,1280000.0,1,3,0,0,0,1,0,0,0
True,False,True,True,2.0,5.0,125.0,2001.0,1295000.0,1,3,0,0,0,1,0,0,0
True,True,True,True,-1.0,4.0,130.64,2021.0,1297000.0,2,3,0,0,0,1,0,0,0
False,True,True,True,-1.0,4.0,151.0,1910.0,1300000.0,2,3,0,0,0,1,0,0,0
False,True,True,True,-1.0,3.0,102.78,2021.0,1339900.0,1,3,0,0,0,1,0,0,0
False,True,True,True,-1.0,3.0,102.78,2021.0,1339900.0,1,3,0,0,0,1,0,0,0
False,True,True,True,-1.0,4.5,149.28,1908.0,1340000.0,1,2,0,0,0,1,0,0,0
False,True,False,True,5.0,4.0,117.0,1927.0,1345500.0,1,3,0,0,0,1,0,0,0
False,False,False,True,1.0,5.0,152.0,1974.0,1350000.0,1,2,0,0,0,1,0,0,0
False,True,True,True,4.0,6.0,171.0,1923.0,1390000.0,1,3,0,0,0,1,0,0,0
False,True,True,True,3.0,3.0,125.0,2005.0,1390000.0,2,2,0,0,0,1,0,0,0
False,True,True,True,3.0,3.0,111.37,2013.0,1395000.0,2,2,0,0,0,1,0,0,0
False,False,True,False,-1.0,4.0,104.8,2010.0,1400000.0,1,3,0,0,0,1,0,0,0
False,False,True,True,11.0,4.0,100.0,2022.0,1425000.0,1,3,0,0,0,1,0,0,0
False,False,False,False,6.0,3.0,116.21,2023.0,1436500.0,2,2,0,0,0,1,0,0,0
True,False,False,False,-1.0,2.0,129.0,1900.0,1439000.0,2,3,0,0,0,1,0,0,0
True,False,True,True,-1.0,4.5,144.0,2011.0,1449000.0,1,3,0,0,0,1,0,0,0
True,False,True,True,-1.0,3.0,150.0,2021.0,1450000.0,1,2,0,0,0,1,0,0,0
True,False,False,True,3.0,6.0,194.0,1877.0,1450000.0,1,3,0,0,0,1,0,0,0
False,True,True,False,6.0,3.0,132.84,2021.0,1490000.0,2,3,0,0,0,1,0,0,0
False,True,True,False,-1.0,2.0,127.0,2016.0,1490000.0,1,2,0,0,0,1,0,0,0
False,True,True,False,5.0,4.0,149.5,2021.0,1495000.0,1,3,0,0,0,1,0,0,0
True,True,True,False,-1.0,2.0,80.08,2019.0,1499000.0,1,3,0,0,0,1,0,0,0
True,False,True,True,1.0,4.0,119.0,2022.0,1510000.0,1,2,0,0,0,1,0,0,0
True,False,True,False,-1.0,4.0,121.0,2023.0,1520000.0,2,2,0,0,0,1,0,0,0
False,False,False,False,-1.0,7.0,370.0,1910.0,1545000.0,1,3,0,0,0,1,0,0,0
False,True,False,True,1.0,5.0,156.0,2009.0,1575000.0,1,3,0,0,0,1,0,0,0
False,True,False,False,2.0,4.0,154.0,2007.0,1589000.0,2,2,0,0,0,1,0,0,0
False,True,False,False,2.0,4.0,154.0,2007.0,1589000.0,2,2,0,0,0,1,0,0,0
False,True,True,True,1.0,5.5,176.54,1908.0,1590000.0,1,2,0,0,0,1,0,0,0
True,False,False,True,-1.0,3.0,167.2,2023.0,1599000.0,1,2,0,0,0,1,0,0,0
